duetime,startnode,endnode,starttime,arrivaltime,transporttime,handlingtime,hops
15.32,Vienna,Prague,1.32,7.400000000000001,4.0,1.4000000000000012,1
16.37,Vienna,Prague,1.37,7.600000000000001,4.0,1.6000000000000023,1
19.93,Vienna,Prague,1.9300000000000004,7.800000000000002,4.0,1.8000000000000016,1
21.07,Vienna,Prague,1.07,8.000000000000002,4.0,2.0000000000000018,1
22.45,Vienna,Prague,1.4500000000000002,8.200000000000001,4.0,2.200000000000001,1
23.84,Vienna,Prague,1.8400000000000003,8.4,4.0,2.4000000000000004,1
27.15,Vienna,Prague,2.1500000000000004,8.6,4.0,1.6000000000000005,1
28.48,Vienna,Prague,2.4800000000000004,8.799999999999999,4.0,1.7999999999999998,1
32.36,Vienna,Prague,2.3600000000000003,8.999999999999998,4.0,1.9999999999999991,1
26.19,Vienna,Prague,3.1900000000000004,9.8,4.000000000000001,0.8000000000000007,1
26.22,Vienna,Prague,3.22,10.0,4.000000000000001,1.0,1
36.24,Vienna,Prague,4.24,10.2,4.000000000000001,1.1999999999999993,1
22.240000000000002,Vienna,Prague,6.24,12.399999999999999,4.000000000000001,1.3999999999999986,1
29.23,Vienna,Prague,6.23,12.599999999999998,4.000000000000001,1.5999999999999979,1
30.72,Vienna,Prague,6.720000000000001,12.799999999999997,4.000000000000001,1.7999999999999972,1
63.07,Munich,Paris,3.07,13.8,9.0,0.8000000000000007,1
63.88,Munich,Paris,0.88,14.0,9.0,1.0,1
70.82,Munich,Paris,2.82,14.2,9.0,1.1999999999999993,1
62.269999999999996,Munich,Paris,4.27,15.8,9.0,0.8000000000000007,1
76.18,Munich,Paris,5.18,16.0,9.0,1.0,1
76.3,Munich,Paris,4.3,16.2,9.0,1.1999999999999993,1
20.0,Vienna,Prague,8.0,17.399999999999995,4.0,1.399999999999995,1
28.11,Vienna,Prague,10.110000000000001,17.599999999999994,4.0,1.5999999999999943,1
33.730000000000004,Vienna,Prague,11.73,17.799999999999994,4.0,1.7999999999999936,1
24.08,Paris,Brussels,4.08,17.799999999999997,4.0,0.7999999999999972,1
34.97,Vienna,Prague,11.97,17.999999999999993,4.0,0.9999999999999929,1
26.59,Paris,Brussels,12.59,17.999999999999996,4.0,0.9999999999999964,1
36.370000000000005,Vienna,Prague,9.370000000000001,18.199999999999992,4.0,1.1999999999999922,1
38.879999999999995,Paris,Brussels,10.879999999999999,18.199999999999996,4.0,1.1999999999999957,1
