duetime,startnode,endnode,starttime,arrivaltime,transporttime,handlingtime,hops
16.15,Vienna,Prague,2.15,13.799999999999997,4.0,0.7999999999999972,1
18.75,Vienna,Prague,6.75,13.999999999999996,4.0,0.9999999999999964,1
36.629999999999995,Vienna,Prague,8.629999999999999,14.199999999999996,4.0,1.1999999999999957,1
70.52,Paris,Vienna,3.52,22.199999999999996,14.0,1.9999999999999964,2
114.94,Paris,Vienna,2.94,22.399999999999995,14.0,2.399999999999995,2
115.43,Paris,Vienna,4.43,22.599999999999994,14.0,2.7999999999999936,2
43.0,Munich,Paris,15.0,25.599999999999998,9.0,0.5999999999999979,1
78.63,Munich,Paris,14.63,25.799999999999997,9.0,0.7999999999999972,1
35.22,Vienna,Prague,20.22,28.799999999999997,4.0,0.7999999999999972,1
37.82,Vienna,Prague,23.82,28.999999999999996,4.0,0.9999999999999964,1
44.9,Vienna,Prague,23.9,29.199999999999996,4.0,1.1999999999999957,1
90.43,Berlin,Milan,1.43,35.8,13.999999999999996,2.3999999999999915,3
65.06,Lyon,Hamburg,10.06,36.0,16.0,3.3999999999999915,4
99.41,Berlin,Milan,15.41,36.0,13.999999999999996,2.999999999999993,3
74.36,Lyon,Hamburg,12.36,36.2,16.0,4.199999999999992,4
119.9,Berlin,Milan,16.9,36.2,13.999999999999996,3.5999999999999943,3
112.48,Lyon,Hamburg,12.479999999999999,36.400000000000006,16.0,4.999999999999993,4
50.9,Vienna,Prague,36.9,41.80000000000001,4.0,0.8000000000000114,1
51.92,Vienna,Prague,34.92,42.000000000000014,4.0,1.0000000000000142,1
62.42,Vienna,Prague,32.42,42.20000000000002,4.0,1.200000000000017,1
59.91,Munich,Paris,20.91,44.80000000000001,9.0,0.8000000000000114,1
84.43,Munich,Paris,34.43000000000001,45.000000000000014,9.0,1.0000000000000142,1
84.59,Munich,Paris,32.59,45.20000000000002,9.0,1.200000000000017,1
87.22999999999999,Paris,Vienna,28.229999999999997,45.80000000000001,13.999999999999996,1.6000000000000085,2
110.77,Paris,Vienna,7.77,46.000000000000014,13.999999999999996,2.000000000000014,2
125.00999999999999,Paris,Vienna,27.009999999999998,46.20000000000002,13.999999999999996,2.40000000000002,2
56.48,Vienna,Prague,37.48,46.80000000000001,4.0,0.8000000000000114,1
57.55999999999999,Vienna,Prague,41.55999999999999,47.000000000000014,4.0,1.0000000000000142,1
48.36,Paris,Brussels,27.36,47.00000000000003,4.0,1.0000000000000284,1
67.32999999999998,Vienna,Prague,41.32999999999999,47.20000000000002,4.0,1.200000000000017,1
53.82,Paris,Brussels,32.82,47.20000000000003,4.0,1.2000000000000313,1
63.89,Paris,Brussels,43.89,48.80000000000001,4.0,0.8000000000000114,1
64.07,Vienna,Prague,45.069999999999986,51.00000000000003,4.0,1.0000000000000284,1
68.71,Vienna,Prague,40.709999999999994,51.20000000000003,4.0,1.2000000000000313,1
71.28,Vienna,Prague,41.279999999999994,51.400000000000034,4.0,1.400000000000034,1
