duetime,startnode,endnode,starttime,arrivaltime,transporttime,handlingtime,hops
28.45,Vienna,Prague,5.45,11.8,4.000000000000001,0.8000000000000007,1
30.96,Vienna,Prague,6.96,12.0,4.000000000000001,1.0,1
31.54,Vienna,Prague,3.54,12.2,4.000000000000001,1.1999999999999993,1
32.06,Vienna,Prague,9.06,15.399999999999995,4.0,1.399999999999995,1
34.1,Vienna,Prague,9.1,15.599999999999994,4.0,1.5999999999999943,1
37.61,Vienna,Prague,6.61,15.799999999999994,4.0,1.7999999999999936,1
35.35,Munich,Paris,5.35,15.8,9.0,0.8000000000000007,1
51.31,Munich,Paris,0.31,16.0,9.0,1.0,1
61.13,Munich,Paris,5.13,16.2,9.0,1.1999999999999993,1
48.99,Munich,Paris,6.989999999999999,17.799999999999997,9.0,0.7999999999999972,1
26.64,Paris,Brussels,3.6399999999999997,17.999999999999996,4.0,0.9999999999999964,1
51.08,Munich,Paris,7.079999999999999,17.999999999999996,9.0,0.9999999999999964,1
31.05,Paris,Brussels,3.05,18.199999999999996,4.0,1.1999999999999957,1
71.78,Munich,Paris,5.779999999999999,18.199999999999996,9.0,1.1999999999999957,1
23.82,Vienna,Prague,10.82,19.399999999999995,4.0,1.399999999999995,1
29.12,Vienna,Prague,11.120000000000001,19.599999999999994,4.0,1.5999999999999943,1
33.96,Vienna,Prague,13.96,19.799999999999994,4.0,1.7999999999999936,1
36.78,Vienna,Prague,13.780000000000001,19.999999999999993,4.0,0.9999999999999929,1
38.21,Vienna,Prague,14.21,20.199999999999992,4.0,1.1999999999999922,1
40.07,Vienna,Prague,13.07,20.39999999999999,4.0,1.3999999999999915,1
45.489999999999995,Munich,Paris,8.489999999999998,20.799999999999997,9.0,0.7999999999999972,1
48.5,Munich,Paris,10.499999999999998,20.999999999999996,9.0,0.9999999999999964,1
62.46,Munich,Paris,10.459999999999999,21.199999999999996,9.0,1.1999999999999957,1
30.05,Vienna,Prague,16.05,22.799999999999997,4.0,0.7999999999999972,1
37.91,Paris,Brussels,17.91,22.999999999999993,4.0,0.9999999999999929,1
33.19,Vienna,Prague,17.19,22.999999999999996,4.0,0.9999999999999964,1
45.1,Vienna,Prague,16.1,23.199999999999996,4.0,1.1999999999999957,1
37.33,Paris,Brussels,19.330000000000002,27.199999999999992,4.0,1.1999999999999922,1
40.14,Paris,Brussels,18.14,27.39999999999999,4.0,1.3999999999999915,1
82.09,Berlin,Milan,9.09,28.799999999999997,14.0,2.3999999999999915,3
50.07,Vienna,Prague,19.07,28.799999999999997,4.0,0.7999999999999972,1
