duetime,startnode,endnode,starttime,arrivaltime,transporttime,handlingtime,hops
4.27,Gent,Brussel,0.27,2.1500000000000004,0.75,0.40000000000000036,1
4.6,Gent,Brussel,0.6000000000000001,2.2500000000000004,0.75,0.5000000000000004,1
3.1,Brussel,Antwerpen,1.1,2.9000000000000004,0.75,0.6500000000000004,1
5.03,Brussel,Antwerpen,1.03,3.0000000000000004,0.75,0.7500000000000004,1
6.48,Brussel,Antwerpen,1.48,3.1000000000000005,0.75,0.8500000000000005,1
3.02,Gent,Brussel,1.02,3.1500000000000004,0.75,0.40000000000000036,1
5.07,Gent,Antwerpen,0.07,3.1500000000000004,0.75,0.40000000000000036,1
3.92,Gent,Brussel,1.92,3.2500000000000004,0.75,0.5000000000000004,1
5.69,Gent,Antwerpen,1.6900000000000002,3.2500000000000004,0.75,0.5000000000000004,1
5.57,Gent,Brussel,1.57,3.3500000000000005,0.75,0.6000000000000005,1
7.61,Gent,Antwerpen,1.61,3.3500000000000005,0.75,0.6000000000000005,1
3.12,Antwerpen,Brussel,0.12,3.6500000000000004,0.75,0.40000000000000036,1
4.26,Antwerpen,Brussel,1.2599999999999998,3.7500000000000004,0.75,0.5000000000000004,1
4.87,Brussel,Antwerpen,1.87,3.8000000000000003,0.75,0.5500000000000003,1
8.11,Antwerpen,Brussel,2.11,3.8500000000000005,0.75,0.6000000000000001,1
5.92,Brussel,Antwerpen,1.9200000000000002,3.9000000000000004,0.75,0.6500000000000008,1
8.13,Brussel,Antwerpen,2.1300000000000003,4.0,0.75,0.7500000000000004,1
4.67,Gent,Antwerpen,2.6700000000000004,4.15,0.7500000000000004,0.40000000000000036,1
4.91,Gent,Antwerpen,2.9100000000000006,4.25,0.7500000000000004,0.5,1
5.34,Gent,Antwerpen,2.3400000000000003,4.35,0.7500000000000004,0.5999999999999996,1
5.529999999999999,Antwerpen,Brussel,2.53,4.899999999999999,0.7500000000000004,0.6499999999999986,1
8.32,Antwerpen,Brussel,2.32,4.999999999999998,0.7500000000000004,0.7499999999999982,1
8.46,Antwerpen,Brussel,3.46,5.099999999999998,0.7500000000000004,0.8499999999999979,1
6.41,Brussel,Antwerpen,3.41,5.149999999999999,0.75,0.3999999999999986,1
5.28,Brussel,Brugge,1.28,5.149999999999999,1.5,0.7999999999999989,2
7.67,Gent,Antwerpen,1.6700000000000002,5.149999999999999,0.75,0.3999999999999986,1
7.07,Brussel,Antwerpen,3.0700000000000003,5.249999999999998,0.75,0.4999999999999982,1
7.49,Brussel,Brugge,2.49,5.249999999999998,1.5,0.6999999999999984,2
7.720000000000001,Gent,Antwerpen,1.7200000000000002,5.249999999999998,0.75,0.4999999999999982,1
7.220000000000001,Brussel,Antwerpen,3.22,5.349999999999998,0.75,0.5999999999999979,1
8.95,Brussel,Brugge,0.9500000000000001,5.349999999999998,1.5,1.0999999999999983,2
7.75,Gent,Antwerpen,3.7500000000000004,5.349999999999998,0.75,0.5999999999999979,1
7.550000000000001,Brussel,Antwerpen,2.5500000000000003,5.749999999999998,0.75,0.4999999999999982,1
8.16,Brussel,Antwerpen,3.16,5.849999999999998,0.75,0.5999999999999979,1
8.47,Brussel,Antwerpen,2.47,5.9499999999999975,0.75,0.6999999999999975,1
9.98,Brussel,Antwerpen,3.98,6.7499999999999964,0.75,0.49999999999999645,1
10.96,Namur,Gent,2.96,6.749999999999998,2.25,1.2999999999999976,3
