duetime,startnode,endnode,starttime,arrivaltime,transporttime,handlingtime,hops
13.96,Vienna,Prague,1.96,8.8,4.000000000000001,0.8000000000000007,1
22.509999999999998,Vienna,Prague,3.51,9.0,4.000000000000001,1.0,1
30.91,Vienna,Prague,1.91,9.2,4.000000000000001,1.1999999999999993,1
19.740000000000002,Vienna,Prague,7.74,13.799999999999997,4.0,0.7999999999999972,1
26.52,Vienna,Prague,4.52,13.999999999999996,4.0,0.9999999999999964,1
33.3,Vienna,Prague,8.3,14.199999999999996,4.0,1.1999999999999957,1
24.57,Vienna,Prague,11.57,16.799999999999997,4.0,0.7999999999999972,1
27.67,Vienna,Prague,11.67,16.999999999999996,4.0,0.9999999999999964,1
39.64,Vienna,Prague,11.64,17.199999999999996,4.0,1.1999999999999957,1
35.54,Paris,Brussels,12.54,17.999999999999996,4.0,0.9999999999999964,1
42.07,Munich,Paris,7.07,21.799999999999997,9.0,0.7999999999999972,1
70.98,Munich,Paris,11.98,21.999999999999996,9.0,0.9999999999999964,1
82.19,Munich,Paris,10.190000000000001,22.199999999999996,9.0,1.1999999999999957,1
45.83,Paris,Brussels,15.829999999999998,28.39999999999999,4.0,1.3999999999999915,1
37.43,Vienna,Prague,20.43,29.799999999999997,4.0,0.7999999999999972,1
41.55,Vienna,Prague,24.55,29.999999999999996,4.0,0.9999999999999964,1
51.14,Vienna,Prague,23.14,30.199999999999996,4.0,1.1999999999999957,1
55.96,Munich,Paris,20.96,30.799999999999997,9.0,0.7999999999999972,1
57.89,Munich,Paris,17.89,30.999999999999996,9.0,0.9999999999999964,1
60.41,Munich,Paris,17.41,31.199999999999996,9.0,1.1999999999999957,1
73.89,Paris,Vienna,8.89,34.8,14.0,2.5999999999999943,2
102.69,Paris,Vienna,16.69,35.0,14.0,2.9999999999999964,2
60.6,Berlin,Milan,12.600000000000001,35.2,14.000000000000004,3.399999999999995,3
104.34,Paris,Vienna,16.34,35.2,14.0,3.3999999999999986,2
64.48,Berlin,Milan,10.48,35.400000000000006,14.000000000000004,3.9999999999999964,3
118.42,Berlin,Milan,15.420000000000002,35.60000000000001,14.000000000000004,4.599999999999998,3
69.95,Munich,Paris,25.950000000000003,35.8,8.999999999999996,0.7999999999999972,1
78.88,Munich,Paris,20.880000000000003,36.0,8.999999999999996,1.0,1
80.81,Munich,Paris,20.810000000000002,36.2,8.999999999999996,1.2000000000000028,1
92.75,Munich,Paris,27.750000000000004,37.6,9.0,0.6000000000000014,1
