duetime,startnode,endnode,starttime,arrivaltime,transporttime,handlingtime,hops
12.31,Vienna,Prague,0.31,7.800000000000001,4.0,0.8000000000000016,1
29.56,Vienna,Prague,1.56,8.0,4.0,1.0000000000000009,1
34.76,Vienna,Prague,2.76,8.2,4.0,1.2000000000000002,1
16.39,Vienna,Prague,3.3899999999999997,8.8,4.000000000000001,0.8000000000000007,1
21.57,Vienna,Prague,3.57,9.0,4.000000000000001,1.0,1
26.43,Vienna,Prague,3.4299999999999997,9.2,4.000000000000001,1.1999999999999993,1
40.68,Munich,Paris,2.6799999999999997,15.8,9.0,0.8000000000000007,1
43.44,Munich,Paris,2.44,16.0,9.0,1.0,1
55.91,Munich,Paris,5.91,16.2,9.0,1.1999999999999993,1
36.64,Vienna,Prague,10.64,17.799999999999997,4.0,0.7999999999999972,1
37.05,Vienna,Prague,6.05,17.999999999999996,4.0,0.9999999999999964,1
42.22,Vienna,Prague,12.22,18.199999999999996,4.0,1.1999999999999957,1
28.740000000000002,Vienna,Prague,14.74,20.799999999999997,4.0,0.7999999999999972,1
44.46,Vienna,Prague,14.46,20.999999999999996,4.0,0.9999999999999964,1
47.97,Vienna,Prague,15.97,21.199999999999996,4.0,1.1999999999999957,1
76.99,Paris,Vienna,4.99,21.999999999999996,14.0,1.7999999999999972,2
83.65,Paris,Vienna,0.65,22.199999999999996,14.0,2.1999999999999957,2
105.5,Paris,Vienna,4.5,22.399999999999995,14.0,2.5999999999999943,2
33.07,Vienna,Prague,19.07,24.799999999999997,4.0,0.7999999999999972,1
37.39,Vienna,Prague,16.39,24.999999999999996,4.0,0.9999999999999964,1
49.43,Vienna,Prague,17.43,25.199999999999996,4.0,1.1999999999999957,1
76.6,Munich,Paris,9.6,25.4,9.0,0.3999999999999986,1
85.45,Berlin,Milan,6.45,26.799999999999997,14.0,2.3999999999999915,3
92.78,Berlin,Milan,6.78,26.999999999999996,14.0,2.9999999999999893,3
100.69,Berlin,Milan,7.69,27.199999999999996,14.0,3.599999999999987,3
33.010000000000005,Vienna,Prague,20.01,27.799999999999997,4.0,0.7999999999999972,1
35.17,Vienna,Prague,22.17,27.999999999999996,4.0,0.9999999999999964,1
39.52,Vienna,Prague,21.520000000000003,28.199999999999996,4.0,1.1999999999999957,1
97.85,Paris,Vienna,7.85,28.799999999999997,14.0,1.5999999999999943,2
40.010000000000005,Vienna,Prague,22.01,28.799999999999997,4.0,0.7999999999999972,1
99.37,Paris,Vienna,10.37,28.999999999999996,14.0,1.999999999999993,2
42.77,Vienna,Prague,22.770000000000003,28.999999999999996,4.0,0.9999999999999964,1
101.87,Paris,Vienna,11.87,29.199999999999996,14.0,2.3999999999999915,2
53.84,Vienna,Prague,23.840000000000003,29.199999999999996,4.0,1.1999999999999957,1
37.08,Paris,Brussels,8.08,30.799999999999997,4.0,0.7999999999999972,1
46.8,Paris,Brussels,25.799999999999997,30.999999999999996,4.0,0.9999999999999964,1
49.04,Paris,Brussels,22.04,31.199999999999996,4.0,1.1999999999999957,1
63.120000000000005,Berlin,Milan,14.120000000000001,34.0,14.000000000000004,2.79999999999999,3
76.23,Berlin,Milan,8.23,34.2,14.000000000000004,3.3999999999999915,3
90.57,Berlin,Milan,14.57,34.400000000000006,14.000000000000004,3.999999999999993,3
69.0,Paris,Vienna,15.0,34.40000000000002,13.999999999999996,2.200000000000017,2
126.53,Paris,Vienna,15.53,34.60000000000002,13.999999999999996,2.600000000000019,2
39.09,Vienna,Prague,26.090000000000003,34.8,3.9999999999999964,0.7999999999999972,1
128.54,Paris,Vienna,16.54,34.800000000000026,13.999999999999996,3.0000000000000213,2
44.330000000000005,Vienna,Prague,29.330000000000005,35.0,3.9999999999999964,1.0,1
46.53,Vienna,Prague,28.530000000000005,35.2,3.9999999999999964,1.2000000000000028,1
60.01,Berlin,Milan,16.009999999999998,35.8,13.999999999999996,2.799999999999983,3
67.96,Berlin,Milan,16.959999999999997,36.0,13.999999999999996,3.3999999999999844,3
109.64,Berlin,Milan,12.64,36.2,13.999999999999996,3.999999999999986,3
50.26,Paris,Brussels,31.259999999999998,36.80000000000001,4.0,0.8000000000000114,1
43.190000000000005,Vienna,Prague,30.190000000000005,37.80000000000001,4.0,0.8000000000000114,1
47.660000000000004,Vienna,Prague,31.660000000000004,38.000000000000014,4.0,1.0000000000000142,1
48.56000000000001,Vienna,Prague,32.56000000000001,38.20000000000002,4.0,1.200000000000017,1
61.18000000000001,Vienna,Prague,32.18000000000001,38.40000000000002,4.0,1.40000000000002,1
62.120000000000005,Vienna,Prague,32.120000000000005,38.60000000000002,4.0,1.6000000000000227,1
64.46000000000001,Vienna,Prague,32.46000000000001,38.800000000000026,4.0,1.8000000000000256,1
66.84,Paris,Vienna,20.84,39.80000000000001,14.0,1.6000000000000085,2
73.34,Paris,Vienna,20.34,40.000000000000014,14.0,2.0000000000000107,2
74.43,Paris,Vienna,18.43,40.20000000000002,14.0,2.400000000000013,2
67.5,Munich,Paris,31.5,41.80000000000001,9.0,0.8000000000000114,1
78.18,Munich,Paris,30.18,42.000000000000014,9.0,1.0000000000000142,1
82.86,Munich,Paris,28.86,42.20000000000002,9.0,1.200000000000017,1
119.50999999999999,Berlin,Milan,23.509999999999998,42.80000000000001,13.999999999999996,3.0000000000000178,3
120.96,Berlin,Milan,23.959999999999997,43.000000000000014,13.999999999999996,3.6000000000000227,3
122.59,Berlin,Milan,14.59,43.20000000000002,13.999999999999996,4.200000000000028,3
67.59,Paris,Vienna,22.59,45.80000000000001,14.0,2.6000000000000227,2
56.31000000000001,Vienna,Prague,37.31000000000001,45.80000000000001,4.0,0.8000000000000114,1
70.31,Paris,Vienna,28.31,46.000000000000014,14.000000000000004,2.000000000000014,2
57.74000000000001,Vienna,Prague,40.74000000000001,46.000000000000014,4.0,1.0000000000000142,1
75.45,Paris,Vienna,25.45,46.20000000000002,14.0,3.2000000000000313,2
65.24000000000001,Vienna,Prague,33.24000000000001,46.20000000000002,4.0,1.200000000000017,1
100.22,Paris,Vienna,23.22,46.80000000000001,14.0,3.0000000000000284,2
102.18,Paris,Vienna,27.18,47.000000000000014,14.000000000000004,2.200000000000017,2
138.2,Paris,Vienna,26.2,47.20000000000002,14.000000000000004,2.6000000000000227,2
64.64,Munich,Paris,35.64,47.80000000000001,9.0,0.8000000000000114,1
56.709999999999994,Paris,Brussels,41.709999999999994,47.80000000000001,4.0,0.8000000000000114,1
72.78999999999999,Munich,Paris,36.79,48.000000000000014,9.0,1.0000000000000142,1
65.34,Paris,Brussels,42.339999999999996,48.000000000000014,4.0,1.0000000000000142,1
108.05,Munich,Paris,36.05,48.20000000000002,9.0,1.200000000000017,1
62.38000000000001,Vienna,Prague,42.38000000000001,48.80000000000001,4.0,0.8000000000000114,1
67.4,Vienna,Prague,43.40000000000001,49.000000000000014,4.0,1.0000000000000142,1
67.71000000000001,Vienna,Prague,41.71000000000001,49.20000000000002,4.0,1.200000000000017,1
101.56,Berlin,Milan,24.56,52.80000000000001,14.0,2.600000000000051,3
120.84,Berlin,Milan,33.839999999999996,53.000000000000014,14.0,3.2000000000000597,3
